subject_as_recorded,source_authority_uri,authorized_label,structured_value
San Miniato (Italy)--Rural conditions,,Italy--San Miniato|Rural conditions,http://id.worldcat.org/fast/1207349|http://id.worldcat.org/fast/1101474
San Quirico d'Orcia (Italy)--History--14th century,,Italy--San Quirico d'Orcia|History|Fourteenth century,http://id.worldcat.org/fast/1203309|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/933420
Santa Fiora (Italy)--History--16th century,,Italy--Santa Fiora|History|Sixteenth century,http://id.worldcat.org/fast/1270360|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Santo Domingo de la Calzada (Spain),,Spain--Santo Domingo de la Calzada,http://id.worldcat.org/fast/1205450
Sarteano (Italy)--History--16th century,,Italy--Sarteano|History|Sixteenth century,http://id.worldcat.org/fast/1258047|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Satire,,Satire,http://id.worldcat.org/fast/1726731
"Satire, Latin",,"Satire, Latin",http://id.worldcat.org/fast/1105743
"Satire, Latin--Criticism, Textual",,"Satire, Latin|Criticism, Textual",http://id.worldcat.org/fast/1105743|http://id.worldcat.org/fast/883762
Saudi Arabia--Mecca,,Saudi Arabia--Mecca,http://id.worldcat.org/fast/1204780
Savigliano (Italy)--Economic conditions,,Italy--Savigliano|Economic history,http://id.worldcat.org/fast/1275630|http://id.worldcat.org/fast/901974
Savoy (France and Italy),,Europe--Savoy,http://id.worldcat.org/fast/1310312
Saxony (Germany)--Politics and government--1423-1815,,Germany--Saxony|Politics and government,http://id.worldcat.org/fast/1233658|http://id.worldcat.org/fast/1919741
Scales (Weighing instruments),,Scales (Weighing instruments),http://id.worldcat.org/fast/1106323
Scales (Weighing instruments)--Early works to 1800,,Scales (Weighing instruments)|Early works,http://id.worldcat.org/fast/1106323|http://id.worldcat.org/fast/1411636
Scarperia (Italy)--History--15th century,,Italy--Scarperia|History|Fifteenth century,http://id.worldcat.org/fast/1239426|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
"Schmalkaldic War, 1546-1547--Early works to 1800",,Schmalkaldic War (1546-1547)|Early works,http://id.worldcat.org/fast/1106837|http://id.worldcat.org/fast/1411636
Scholasticism,,Scholasticism,http://id.worldcat.org/fast/1106919
Scholasticism--Early works to 1800,,Scholasticism|Early works,http://id.worldcat.org/fast/1106919|http://id.worldcat.org/fast/1411636
Science,,Science,http://id.worldcat.org/fast/1108176
"Science, Medieval",,"Science, Medieval",http://id.worldcat.org/fast/1108803
Science--Early works to 1800,,Science;Early works,http://id.worldcat.org/fast/1108176;http://id.worldcat.org/fast/1411636
Science--History--Early works to 1800,,Science|History|Early works,http://id.worldcat.org/fast/1108176|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1411636
Scyld (Legendary character),,Scyld (Legendary character),http://id.worldcat.org/fast/1109937
Senigallia (Italy)--History,,Italy--Senigallia|History,http://id.worldcat.org/fast/1208194|http://id.worldcat.org/fast/1411628
Senigallia (Italy)--History--Early works to 1800,,Italy--Senigallia|History|Early works,http://id.worldcat.org/fast/1208194|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1411636
Seo de Urgel (Spain)--Church history,,Spain--Seo de Urgel|Church history,http://id.worldcat.org/fast/1209979|http://id.worldcat.org/fast/1411629
Serfdom,,Serfdom,http://id.worldcat.org/fast/1113076
Serfdom--England--History,,Serfdom|England|History,http://id.worldcat.org/fast/1113076|http://id.worldcat.org/fast/1219920|http://id.worldcat.org/fast/1411628
Serfs--Emancipation,,Serfs--Emancipation,http://id.worldcat.org/fast/1113089
Serfs--Emancipation--England,,Serfs--Emancipation|England,http://id.worldcat.org/fast/1113089|http://id.worldcat.org/fast/1219920
Sermoneta (Italy),,Italy--Sermoneta,http://id.worldcat.org/fast/1267886
Sermons,,Sermons,http://id.worldcat.org/fast/1423904
"Sermons, English",,"Sermons, English",http://id.worldcat.org/fast/1113250
"Sermons, English (Middle)",,"Sermons, English (Middle)",http://id.worldcat.org/fast/1113254
"Sermons, English--16th century",,"Sermons, English|Sixteenth century",http://id.worldcat.org/fast/1113250|http://id.worldcat.org/fast/1119851
"Sermons, Italian",,"Sermons, Italian",http://id.worldcat.org/fast/1113278
"Sermons, Latin",,"Sermons, Latin",http://id.worldcat.org/fast/1113283
"Sermons, Latin--Early works to 1800",,"Sermons, Latin|Early works",http://id.worldcat.org/fast/1113283|http://id.worldcat.org/fast/1411636
"Sermons, Medieval",,"Sermons, Medieval",http://id.worldcat.org/fast/1113290
"Sermons, Spanish",,"Sermons, Spanish",http://id.worldcat.org/fast/1113306
"Sermons, Spanish--Early works to 1800",,"Sermons, Spanish|Early works",http://id.worldcat.org/fast/1113306|http://id.worldcat.org/fast/1411636
Serravalle Pistoiese (Italy)--History,,Italy--Serravalle Pistoiese|History,http://id.worldcat.org/fast/1292676|http://id.worldcat.org/fast/1411628
Service books (Music)--Catholic Church,,Service books (Music)--Catholic Church,http://id.worldcat.org/fast/1767755
Service books (Music)--Catholic Church--Early works to 1800,,Service books (Music)--Catholic Church|Early works,http://id.worldcat.org/fast/1767755|http://id.worldcat.org/fast/1411636
Service books (Music)--Catholic Church--Manuscripts,,Service books (Music)--Catholic Church|Manuscripts,http://id.worldcat.org/fast/1767755|http://id.worldcat.org/fast/1424060
Sette Comuni (Italy)--History,,Italy--Sette Comuni|History,http://id.worldcat.org/fast/1240419|http://id.worldcat.org/fast/1411628
Sette Comuni (Italy)--Privileges and immunities,,Italy--Sette Comuni|Privileges and immunities,http://id.worldcat.org/fast/1240419|http://id.worldcat.org/fast/1774297
Sette Comuni (Italy)--Statutes,,Italy--Sette Comuni|Statutes,http://id.worldcat.org/fast/1240419|http://id.worldcat.org/fast/1132185
Sex--Religious aspects--Christianity,,Sex--Religious aspects--Christianity,http://id.worldcat.org/fast/1114193
Sex--Religious aspects--Christianity--Early works to 1800,,Sex--Religious aspects;Christianity;Early works,http://id.worldcat.org/fast/1114185;http://id.worldcat.org/fast/859599;http://id.worldcat.org/fast/1411636
Sexual ethics--Religious aspects--Islam--Early works to 1800,,Sexual ethics--Religious aspects;Islam;Early works,http://id.worldcat.org/fast/1114840;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
Shīʻah--Customs and practices,,Shīʻah--Customs and practices,http://id.worldcat.org/fast/1117947
Shīʻah--Customs and practices--Early works to 1800,,Shīʻah--Customs and practices;Early works,http://id.worldcat.org/fast/1117947;http://id.worldcat.org/fast/1411636
Shīʻah--Doctrines--Early works to 1800,,Shīʻah--Doctrines;Early works,http://id.worldcat.org/fast/1117948;http://id.worldcat.org/fast/1411636
Shīʻah--Miscellanea--Early works to 1800,,Shīʻah;Miscellanea;Early works,http://id.worldcat.org/fast/1117946;http://id.worldcat.org/fast/1353832;http://id.worldcat.org/fast/1411636
Shiite shrines--Early works to 1800,,Shiite shrines;Early works,http://id.worldcat.org/fast/1115975;http://id.worldcat.org/fast/1411636
Shiites--Customs and practices--Early works to 1800,,Shīʻah--Customs and practices;Early works,http://id.worldcat.org/fast/1117947;http://id.worldcat.org/fast/1411636
Shipbuilding,,Shipbuilding,http://id.worldcat.org/fast/1116224
Shipbuilding--Italy--Venice--Early works to 1800,,Shipbuilding|Italy|Italy--Venice|Early works,http://id.worldcat.org/fast/1116224|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411636
Sicily (Italy)--History,,Italy--Sicily|History,http://id.worldcat.org/fast/1204499|http://id.worldcat.org/fast/1411628
"Sicily (Italy)--History, Military",,"Italy--Sicily|History, Military",http://id.worldcat.org/fast/1204499|http://id.worldcat.org/fast/1353231
Sicily (Italy)--History--1282-1409,,Italy--Sicily|History,http://id.worldcat.org/fast/1204499|http://id.worldcat.org/fast/1411628
Sicily (Italy)--History--15th-18th centuries,,Italy--Sicily|History,http://id.worldcat.org/fast/1204499|http://id.worldcat.org/fast/1411628
Sieges,,Sieges,http://id.worldcat.org/fast/1118188
Sieges--Early works to 1800,,Sieges|Early works,http://id.worldcat.org/fast/1118188|http://id.worldcat.org/fast/1411636
Sieges--Italy--Ancona,,Sieges|Italy|Italy--Ancona,http://id.worldcat.org/fast/1118188|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1207342
Siena (Italy : Province)--Church history,,Italy--Siena (Province)|Church history,http://id.worldcat.org/fast/1330757|http://id.worldcat.org/fast/1411629
Siena (Italy)--Economic conditions,,Italy--Siena|Economic history,http://id.worldcat.org/fast/1204409|http://id.worldcat.org/fast/901974
Siena (Italy)--History,,Italy--Siena|History,http://id.worldcat.org/fast/1204409|http://id.worldcat.org/fast/1411628
Siena (Italy)--History--12th century,,Italy--Siena|History|Twelfth century,http://id.worldcat.org/fast/1204409|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1159791
Siena (Italy)--History--1355-1557,,Italy--Siena|History,http://id.worldcat.org/fast/1204409|http://id.worldcat.org/fast/1411628
Siena (Italy)--History--13th century,,Italy--Siena|History|Thirteenth century,http://id.worldcat.org/fast/1204409|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1150138
Siena (Italy)--History--14th century,,Italy--Siena|History|Fourteenth century,http://id.worldcat.org/fast/1204409|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/933420
Siena (Italy)--History--15th century,,Italy--Siena|History|Fifteenth century,http://id.worldcat.org/fast/1204409|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Siena (Italy)--History--16th century,,Italy--Siena|History|Sixteenth century,http://id.worldcat.org/fast/1204409|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851
Siena (Italy)--History--16th century--Sources,,Italy--Siena|History|Sixteenth century|Sources,http://id.worldcat.org/fast/1204409|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1119851|http://id.worldcat.org/fast/1423900
Silk industry,,Silk industry,http://id.worldcat.org/fast/1118746
Silk industry--Italy--History,,Silk industry|Italy|History,http://id.worldcat.org/fast/1118746|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1411628
Simony,,Simony,http://id.worldcat.org/fast/1119115
Simony--Early works to 1800,,Simony|Early works,http://id.worldcat.org/fast/1119115|http://id.worldcat.org/fast/1411636
Singing--Instruction and study,,Singing--Instruction and study,http://id.worldcat.org/fast/1119319
Singing--Instruction and study--Early works to 1800,,Singing--Instruction and study|Early works,http://id.worldcat.org/fast/1119319|http://id.worldcat.org/fast/1411636
Šibenik (Croatia),,Croatia--Šibenik,http://id.worldcat.org/fast/1224473
Skepticism,,Skepticism,http://id.worldcat.org/fast/1119940
Skepticism--Early works to 1800,,Skepticism|Early works,http://id.worldcat.org/fast/1119940|http://id.worldcat.org/fast/1411636
Slavery,,Slavery,http://id.worldcat.org/fast/1120426
Slavery--Guatemala,,Slavery|Guatemala,http://id.worldcat.org/fast/1120426|http://id.worldcat.org/fast/1205154
Slavery--Guyana,,Slavery|Guyana,http://id.worldcat.org/fast/1120426|http://id.worldcat.org/fast/1208722
Smoking (Islamic law)--Early works to 1800,,Smoking (Islamic law);Early works,http://id.worldcat.org/fast/1121722;http://id.worldcat.org/fast/1411636
Soldiers,,Soldiers,http://id.worldcat.org/fast/1125233
Soldiers--France--History--14th century,,Soldiers|France|History|Fourteenth century,http://id.worldcat.org/fast/1125233|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/933420
"Songs, Italian",,"Songs, Italian",http://id.worldcat.org/fast/1126381
"Sonnets, Italian",,"Sonnets, Italian",http://id.worldcat.org/fast/1126654
Soul,,Soul,http://id.worldcat.org/fast/1432098
Soul--Early works to 1800,,Soul|Early works,http://id.worldcat.org/fast/1432098|http://id.worldcat.org/fast/1411636
Spain,,Spain,http://id.worldcat.org/fast/1204303
Spain--Aragon,,Spain--Aragon,http://id.worldcat.org/fast/1227604
Spain--Church history--15th century,,Spain|Church history|Fifteenth century,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1411629|http://id.worldcat.org/fast/923962
Spain--Colonies--America--Administration--Early works to 1800,,Spain|Colonies|America|Administration|Early works,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/868456|http://id.worldcat.org/fast/1239786|http://id.worldcat.org/fast/1351613|http://id.worldcat.org/fast/1411636
Spain--Foreign relations--1516-1700,,Spain|International relations,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/977053
Spain--Foreign relations--Catholic Church,,Spain|International relations|Catholic Church,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/531720
Spain--Foreign relations--Poland,,Spain|International relations|Poland,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/977053|http://id.worldcat.org/fast/1206891
Spain--Genealogy--Early works to 1800,,Spain|Genealogy|Early works,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1423818|http://id.worldcat.org/fast/1411636
Spain--History,,Spain|History,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1411628
Spain--History--711-1516,,Spain|History,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1411628
Spain--History--711-1516--Drama,,Spain|History|Drama,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423879
Spain--History--711-1516--Sources,,Spain|History|Sources,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
"Spain--History--Charles I, 1516-1556",,Spain;History;1516-1556,http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1355580
Spain--History--Early works to 1800,,Spain|History|Early works,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1411636
"Spain--History--Ferdinand and Isabella, 1479-1516",,Spain|History|1479-1516,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355554
"Spain--History--Philip II, 1556-1598",,Spain;History;1556-1598,http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1355603
Spain--Palencia,,Spain--Palencia,http://id.worldcat.org/fast/1204970
Spain--Politics and government--Early works to 1800,,Spain|Politics and government|Early works,http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1919741|http://id.worldcat.org/fast/1411636
Spain--Toledo,,Spain--Toledo,http://id.worldcat.org/fast/1204571
Spain--Valencia,,Spain--Valencia,http://id.worldcat.org/fast/1204165
Spanish literature,,Spanish literature,http://id.worldcat.org/fast/1128568
Spanish literature--Classical period,,Spanish literature--Classical period,http://id.worldcat.org/fast/1711000
"Spanish literature--Classical period, 1500-1700",,Spanish literature--Classical period,http://id.worldcat.org/fast/1711000
Spanish poetry,,Spanish poetry,http://id.worldcat.org/fast/1128654
Spanish poetry--Classical period,,Spanish poetry--Classical period,http://id.worldcat.org/fast/1711001
"Spanish poetry--Classical period, 1500-1700",,Spanish poetry--Classical period,http://id.worldcat.org/fast/1711001
Spanish prose literature,,Spanish prose literature,http://id.worldcat.org/fast/1128670
Spanish prose literature--Classical period,,Spanish prose literature--Classical period,http://id.worldcat.org/fast/1711147
"Spanish prose literature--Classical period, 1500-1700",,Spanish prose literature|1500-1700,http://id.worldcat.org/fast/1128670|http://id.worldcat.org/fast/1355568
Speculation,,Speculation,http://id.worldcat.org/fast/1129139
Speculation--Early works to 1800,,Speculation|Early works,http://id.worldcat.org/fast/1129139|http://id.worldcat.org/fast/1411636
"Speeches, addresses, etc., Italian",,"Speeches, addresses, etc., Italian",http://id.worldcat.org/fast/1129380
"Speeches, addresses, etc., Latin",,"Speeches, addresses, etc., Latin",http://id.worldcat.org/fast/1129386
"Speeches, addresses, etc., Latin--Early works to 1800",,"Speeches, addresses, etc., Latin|Early works",http://id.worldcat.org/fast/1129386|http://id.worldcat.org/fast/1411636
Speyer (Germany)--History--Sources,,Germany--Speyer|History|Sources,http://id.worldcat.org/fast/1208498|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
Spirit,,Spirit,http://id.worldcat.org/fast/1130040
Spirit--Early works to 1800,,Spirit|Early works,http://id.worldcat.org/fast/1130040|http://id.worldcat.org/fast/1411636
Spiritual life,,Spiritual life,http://id.worldcat.org/fast/1130100
Spiritual life--Catholic Church,,Spiritual life--Catholic Church,http://id.worldcat.org/fast/1130109
Spiritual life--Catholic Church--Early works to 1800,,Spiritual life--Catholic Church;Early works,http://id.worldcat.org/fast/1130109;http://id.worldcat.org/fast/1411636
Spiritual life--Christianity,,Spiritual life--Christianity,http://id.worldcat.org/fast/1130113
Spiritual life--Christianity--Early works to 1800,,Spiritual life--Christianity|Early works,http://id.worldcat.org/fast/1130113|http://id.worldcat.org/fast/1411636
Spirituality,,Spirituality,http://id.worldcat.org/fast/1130186
Spirituality--Catholic Church,,Spirituality--Catholic Church,http://id.worldcat.org/fast/1906499
Spirituality--Eastern,,Spirituality--Eastern churches,http://id.worldcat.org/fast/2027256
"Spirituality--History--Middle Ages, 600-1500",,Spirituality|History|Middle Ages,http://id.worldcat.org/fast/1130186|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1020301
Spirituality--Orthodox Eastern Church,,Spirituality--Orthodox Eastern Church,http://id.worldcat.org/fast/1767804
Statutes,,Statutes,http://id.worldcat.org/fast/1132185
Statutes--Italy--Emilia-Romagna,,Statutes|Italy|Italy--Emilia-Romagna,http://id.worldcat.org/fast/1132185|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204882
Statutes--Italy--Florence,,Statutes|Italy|Italy--Florence,http://id.worldcat.org/fast/1132185|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699
Statutes--Italy--Livorno,,Statutes|Italy|Italy--Livorno,http://id.worldcat.org/fast/1132185|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1206206
Stoics,,Stoics,http://id.worldcat.org/fast/1133750
Stoics--Early works to 1800,,Stoics|Early works,http://id.worldcat.org/fast/1133750|http://id.worldcat.org/fast/1411636
Storytelling,,Storytelling,http://id.worldcat.org/fast/1134169
Storytelling--Fiction,,Storytelling|Fiction,http://id.worldcat.org/fast/1134169|http://id.worldcat.org/fast/1423787
Sufi poetry--Early works to 1800,,Sufi poetry;Early works,http://id.worldcat.org/fast/1137220;http://id.worldcat.org/fast/1411636
Sufism--Controversial literature--Early works to 1800,,Sufism--Controversial literature|Early works,http://id.worldcat.org/fast/1137258|http://id.worldcat.org/fast/1411636
Sufism--Doctrines--Early works to 1800,,Sufism--Doctrines|Early works,http://id.worldcat.org/fast/1137260|http://id.worldcat.org/fast/1411636
Sufism--Early works to 1800,,Sufism;Early works,http://id.worldcat.org/fast/1137257;http://id.worldcat.org/fast/1411636
Sukkot--Liturgy,,Sukkot--Liturgy,http://id.worldcat.org/fast/1138208
Sukkot--Liturgy--Texts,,Sukkot--Liturgy|Texts,http://id.worldcat.org/fast/1138208|http://id.worldcat.org/fast/1423705
Sumptuary laws,,Sumptuary laws,http://id.worldcat.org/fast/1138556
Sumptuary laws--Germany--Nuremberg,,Sumptuary laws|Germany|Germany--Nuremberg,http://id.worldcat.org/fast/1138556|http://id.worldcat.org/fast/1210272|http://id.worldcat.org/fast/1207726
Sundials,,Sundials,http://id.worldcat.org/fast/1138662
Sundials--Early works to 1800,,Sundials|Early works,http://id.worldcat.org/fast/1138662|http://id.worldcat.org/fast/1411636
Surgery,,Surgery,http://id.worldcat.org/fast/1139351
Surgery--Early works to 1800,,Surgery|Early works,http://id.worldcat.org/fast/1139351|http://id.worldcat.org/fast/1411636
Surgical instruments and apparatus,,Surgical instruments and apparatus,http://id.worldcat.org/fast/1139450
Surgical instruments and apparatus--Early works to 1800,,Surgical instruments and apparatus|Early works,http://id.worldcat.org/fast/1139450|http://id.worldcat.org/fast/1411636
Switzerland,,Switzerland,http://id.worldcat.org/fast/1205401
Switzerland--Economic conditions,,Switzerland|Economic history,http://id.worldcat.org/fast/1205401|http://id.worldcat.org/fast/901974
Switzerland--Foreign relations,,Switzerland|International relations,http://id.worldcat.org/fast/1205401|http://id.worldcat.org/fast/977053
Symbolism of numbers,,Symbolism of numbers,http://id.worldcat.org/fast/1140798
Symbolism of numbers--Islamic countries--Early works to 1800,,Symbolism of numbers|Islamic countries|Early works,http://id.worldcat.org/fast/1140798|http://id.worldcat.org/fast/1244130|http://id.worldcat.org/fast/1411636
Syracuse (Italy),,Italy--Syracuse,http://id.worldcat.org/fast/1212010
Talismans,,Talismans,http://id.worldcat.org/fast/1142279
Talismans--Early works to 1800,,Talismans;Early works,http://id.worldcat.org/fast/1142279;http://id.worldcat.org/fast/1411636
Talismans--Religious aspects--Early works to 1800,,Talismans;Early works,http://id.worldcat.org/fast/1142279;http://id.worldcat.org/fast/1411636
Talismans--Religious aspects--Islam,,Talismans;Islam,http://id.worldcat.org/fast/1142279;http://id.worldcat.org/fast/979776
Talismans--Religious aspects--Islam--Early works to 1800,,Talismans;Islam;Early works,http://id.worldcat.org/fast/1142279;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
Tamazight poetry--Morocco--Texts,,Tamazight poetry;Morocco;Texts,http://id.worldcat.org/fast/1142403;http://id.worldcat.org/fast/1205592;http://id.worldcat.org/fast/1423705
Taqlīd--Early works to 1800,,Taqlīd|Early works,http://id.worldcat.org/fast/1143038|http://id.worldcat.org/fast/1411636
Tarn (France),,France--Tarn,http://id.worldcat.org/fast/1202959
Tarn-et-Garonne (France),,France--Tarn-et-Garonne,http://id.worldcat.org/fast/1210409
Tarn-et-Garonne (France)--Early works to 1800,,France--Tarn-et-Garonne|Early works,http://id.worldcat.org/fast/1210409|http://id.worldcat.org/fast/1411636
Tax assessment,,Tax assessment,http://id.worldcat.org/fast/1143676
Tax assessment--France--Early works to 1800,,Tax assessment|France|Early works,http://id.worldcat.org/fast/1143676|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1411636
Tax collection,,Tax collection,http://id.worldcat.org/fast/1143702
Tax collection--Italy--Florence,,Tax collection|Italy|Italy--Florence,http://id.worldcat.org/fast/1143702|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699
Tax collection--Italy--Sicily,,Tax collection|Italy|Italy--Sicily,http://id.worldcat.org/fast/1143702|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204499
Tax collection--Italy--Urbino,,Tax collection|Italy|Italy--Urbino,http://id.worldcat.org/fast/1143702|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204497
Taxation,,Taxation,http://id.worldcat.org/fast/1143876
"Taxation, Papal",,"Taxation, Papal",http://id.worldcat.org/fast/1144015
"Taxation, Papal--Early works to 1800",,"Taxation, Papal|Early works",http://id.worldcat.org/fast/1144015|http://id.worldcat.org/fast/1411636
Taxation--France--Early works to 1800,,Taxation|France|Early works,http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/1204289|http://id.worldcat.org/fast/1411636
Taxation--Italy--Barga,,Taxation;Italy;Italy--Barga,http://id.worldcat.org/fast/1143876;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1235479
Taxation--Italy--Florence,,Taxation|Italy|Italy--Florence,http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204699
Taxation--Italy--Rome--History,,Taxation|Italy|Italy--Rome|History,http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204500|http://id.worldcat.org/fast/1411628
Taxation--Italy--Sicily,,Taxation|Italy|Italy--Sicily,http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204499
Taxation--Italy--Urbino,,Taxation|Italy|Italy--Urbino,http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204497
Taxation--Italy--Venice--History,,Taxation|Italy|Italy--Venice|History,http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1204473|http://id.worldcat.org/fast/1411628
Taxation--Lists,,Taxation|Lists,http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/999835
Taxation--Spain--Early works to 1800,,Taxation|Spain|Early works,http://id.worldcat.org/fast/1143876|http://id.worldcat.org/fast/1204303|http://id.worldcat.org/fast/1411636
Technology,,Technology,http://id.worldcat.org/fast/1145078
Technology--Early works to 1800,,Technology|Early works,http://id.worldcat.org/fast/1145078|http://id.worldcat.org/fast/1411636
Teeth--Care and hygiene--Religious aspects--Islam--Early works to 1800,,Teeth--Care and hygiene;Islam;Early works,http://id.worldcat.org/fast/1145720;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
Tenth of Muḥarram--Prayers--Early works to 1800,,Tenth of Muḥarram;Prayers;Early works,http://id.worldcat.org/fast/1147739;http://id.worldcat.org/fast/1074737;http://id.worldcat.org/fast/1411636
Terranuova Bracciolini (Italy)--History--15th century,,Italy--Terranuova Bracciolini|History|Fifteenth century,http://id.worldcat.org/fast/1261627|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/923962
Teruel (Spain),,Spain--Teruel,http://id.worldcat.org/fast/1209978
Textile industry,,Textile industry,http://id.worldcat.org/fast/1148828
Textile industry--France--Early works to 1800,,Textile industry;France;Early works,http://id.worldcat.org/fast/1148828;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1411636
Textile industry--Italy--Early works to 1800,,Textile industry;Italy;Early works,http://id.worldcat.org/fast/1148828;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1411636
Theban Legion (Legendary saints),,Theban Legion (Legendary saints),http://id.worldcat.org/fast/1744954
Theology,,Theology,http://id.worldcat.org/fast/1149559
"Theology, Doctrinal",,"Theology, Doctrinal",http://id.worldcat.org/fast/1149617
"Theology, Doctrinal--Early works to 1800",,"Theology, Doctrinal|Early works",http://id.worldcat.org/fast/1149617|http://id.worldcat.org/fast/1411636
"Theology, Doctrinal--History--Middle Ages, 600-1500--Early works to 1800",,"Theology, Doctrinal;History;Middle Ages;Early works",http://id.worldcat.org/fast/1149617;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1020301;http://id.worldcat.org/fast/1411636
"Theology, Doctrinal--Middle Ages",,"Theology, Doctrinal--Middle Ages",http://id.worldcat.org/fast/1907241
Theology--Early works to 1800,,Theology;Early works,http://id.worldcat.org/fast/1149559;http://id.worldcat.org/fast/1411636
"Theology--History--Early church, ca. 30-600",,Theology|History|30-600,http://id.worldcat.org/fast/1149559|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1355906
"Theology--History--Middle Ages, 600-1500",,Theology|History|Middle Ages,http://id.worldcat.org/fast/1149559|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1020301
Theology--Study and teaching--Catholic Church,,Theology--Study and teaching--Catholic Church,http://id.worldcat.org/fast/1149595
Theseus (Greek mythology) in literature,,"Theseus, King of Athens",http://id.worldcat.org/fast/1149949
Third orders,,Third orders,http://id.worldcat.org/fast/1150112
Thuringia (Germany)--History--Sources,,Germany--Thuringia|History|Sources,http://id.worldcat.org/fast/1223647|http://id.worldcat.org/fast/1411628|http://id.worldcat.org/fast/1423900
Time measurements,,Time measurements,http://id.worldcat.org/fast/1151135
Time measurements--Early works to 1800,,Time measurements;Early works,http://id.worldcat.org/fast/1151135;http://id.worldcat.org/fast/1411636
Tonarius,,Tonarius,http://id.worldcat.org/fast/1152483
Toothpicks--Religious aspects--Islam--Early works to 1800,,Toothpicks;Islam;Early works,http://id.worldcat.org/fast/1152645;http://id.worldcat.org/fast/979776;http://id.worldcat.org/fast/1411636
