row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label_add,instance_of_add,structured_value_add,instance_of,authorized_label,structured_value,ds_qid
149,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413572Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.088825Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123794Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593020Z","Iskandar Munshī, 1560 or 1561-1633 or 1634",author,اسکندر منشى، 1560 or 1561-1633 or 1634,,Iskandar Beg Munshi,human,Q2561872,,,,
150,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413582Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.088834Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123797Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593024Z","Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203",author,نظامى گنجوى، 1140 or 1141-1202 or 1203,,,,,human,Nizami Ganjavi,Q234908,Q16480
151,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413590Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.088846Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123800Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593032Z","Īravānī, Sulaymān ibn Sulaymān",author,ايروانى، سلىمان بن سلىمان,,Sulaymān ibn Sulaymān Īravānī,human,Q129453170,,,,
152,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413598Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089098Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123806Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593037Z","Ibn Yamīn, Fakhr al-Dīn Maḥmūd, 1287 or 1288-1367 or 1368",author,ابن ىمىن، فخر الدىن محمود، 1287 or 8-1367 or 8,,Ibn Yamin,human,Q5957729,,,,
153,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413612Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089131Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123809Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593042Z","Ḥāfiẓ, 14th cent",author,حافظ,,Hafez,human,Q6240,,,,
154,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413620Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089145Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123813Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593056Z","Tanūkhī, al-Muḥassin ibn ʻAlī, 940?-994",author,تنوخي، المحسن بن علي، 940?-994,,Al Tanukhi,human,Q3607548,,,,
155,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413628Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089228Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123815Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593061Z","Zarkūb Shīrāzī, Aḥmad ibn Abī al-Khayr, 1282?-1387",author,زرکوب شىرازى، احمد بن ابى الخىر، 1282?-1387,,Aḥmad ibn Abī al-Khayr Zarkūb Shīrāzī,human,Q129453172,,,,
156,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413639Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089261Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123818Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593066Z","Jahāngīr, Mīrzā, 1807 or 1808-1852 or 1853",author,جهانگىر، مىرزا، 1807 or 1808-1852 or 1853,,Q10946070,human,Q10946070,,,,
157,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413647Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089271Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123822Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593074Z","Azraqī Haravī, active 11th century",author,ازرقى هروى، active 11th century,,Azraqi,human,Q4832906,,,,
158,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413654Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089284Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123824Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593079Z","Hijrī Tafrishī, Muḥammad Ṣādiq, -1771",author,هجرى تفرشى، محمد صادق، -1771,,Muḥammad Ṣādiq Hijrī Tafrishī,human,Q129453174,,,,
159,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413665Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089315Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123826Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593083Z","Riz̤avī Mashhadī, ʻAskarī ibn Hidāyat Allāh, -1863 or 1864",author,رضوى مشهدى، عسکرى بن هداىت الله، -1863 or 1864,,ʻAskarī ibn Hidāyat Allāh Riz̤avī Mashhadī,human,Q129453176,,,,
160,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413672Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089324Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123830Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593091Z","Anvarī, Awḥad al-Dīn, -1189 or 1190",author,انورى، اوحد الدىن، d. 1189 or 90,,Anvari,human,Q11356,,,,
161,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413800Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089336Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123832Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593096Z","ʻUrfī Shīrāzī, Muḥammad, 1555 or 1556-1590 or 1591",author,عرفى شىرازى، محمد، 1555 or 1556-1590 or 1591,,Muḥammad ʿUrfī Šīrāzī,human,Q1951869,,,,
162,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413889Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089348Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123834Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593101Z","Mujaddid al-Shīrāzī, Muḥammad Ḥasan ibn Maḥmūd, 1814 or 1815-",author,مجدد الشيرازي، محمد حسن بن محمود، 1814 or 1815-,,Muḥammad Ḥasan ibn Maḥmūd Mujaddid al-Shīrāzī,human,Q129453178,,,,
163,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413899Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089356Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123841Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593108Z","Muḥammad al-Sharīf ibn Muḥammad, 1593-",author,محمد الشريف بن محمد، b. 1593,,Muhammad ibn Sharif,human,Q2706072,,,,
164,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413915Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089371Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123844Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593112Z","Qummī, Abū al-Qāsim, d. 1816",author,قمى، ابو القاسم، d. 1816,,Abu al-Qasim Qomi,human,Q6400246,,,,
165,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413923Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089386Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123847Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593117Z","Lāhījī, Muḥammad ibn Yaḥyá, -1506",author,لاهىجى، محمد بن ىحىى، active 15th century,,Muḥammad ibn Yaḥyá Lāhījī,human,Q120599228,,,,
166,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413930Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089402Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123851Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593135Z","Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, 1627 or 1628-approximately 1699",author,مجلسي، محمد باقر بن محمد تقي، 1627 or 1628-approximately 1699,,,,,human,Muhammad Baqir Majlisi,Q755939,Q28037
167,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413941Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089424Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123854Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593140Z","Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 1043-1136 or 1137",author,جرجانى، اسماعىل بن حسن، 1042 or 3-1136 or 7,,,,,human,Zayn al-Din Gorgani,Q2908840,Q389
168,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413949Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089441Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123856Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593145Z","Khvānsārī, Ḥaydar ibn Muḥammad, active 17th century",author,خوانسارى، حىدر بن محمد، active 17th century,,Ḥaydar ibn Muḥammad Khvānsārī,human,Q129453512,,,,
169,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413956Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089454Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123859Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593154Z","Nirāqī, Aḥmad ibn Muḥammad Mahdī, 1771 or 1772-1828 or 1829",author,نراقى، احمد بن محمد مهدى، 1771 or 2-1828 or 9,,Ahmad Naraqi,human,Q4116556,,,,
170,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413966Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089463Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123862Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593159Z","Abū al-Futūḥ Rāzī, Ḥusayn ibn ʻAlī, active 1087-1131",author,ابو الفتوح رازى، حسىن بن على، active 1087-1131,,Abu l-Futuh al-Razi,human,Q4846224,,,,
171,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413974Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089487Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123864Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593164Z","Mahdī Khān Astarābādī, active 1733-1759",author,مهدى خان استرابادى، active 1733-1759,,,,,human,Mirza Mehdi Khan Astarabadi,Q3107525,Q18684
172,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413982Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089500Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123868Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593175Z","Anṣārī Shīrāzī, ʻAlī ibn Ḥusayn, approximately 1329-1403 or 1404",author,انصارى شىرازى، على بن حسىن، approximately 1329-1403 or 1404,,ʻAlī ibn Ḥusayn Anṣārī Shīrāzī,human,Q120599184,,,,
173,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.413992Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089515Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123871Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593180Z","Dashtakī, ʻAṭāʼ Allāh ibn Faz̤l Allāh, Jamāl al-Dīn, active 1483-1510",author,دشتكي، عطاء الله بن فضل الله، -1400 or 1401,,ʻAṭāʼ Allāh ibn Faz̤l Allāh Dashtakī,human,Q129453180,,,,
174,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414020Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089523Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123873Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593185Z","Niẓāmī ʻArūz̤ī, active 1110-1161",author,نظامى عروضى، active 1110-1161,,Nizami Aruzi,human,Q1152795,,,,
175,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414029Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089538Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123878Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593194Z","Salīm Tihrānī, Muḥammad Qulī, -1647",author,سلىم تهرانى، محمد قلى، -1647,,Muḥammad Qulī Salīm Tihrānī,human,Q129453182,,,,
176,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414051Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089551Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123881Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593199Z","Jurjānī, ʻAlī ibn Muḥammad, al-Sayyid al-Sharīf, 1340-1413",author,جرجاني، علي بن محمد، السيد الشريف، 1340-1413,,,,,human,Ali ibn Mohammed al-Jurjani,Q3063378,Q12280
177,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414065Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089560Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123883Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593204Z","Qāʼimʹmaqām, Abū al-Qāsim ibn ʻĪsá, 1779 or 1780-1835",author,قائم‌مقام، ابو القاسم بن عيسى، 1779 or 1780-1835,,Abū al-Qāsim ibn ʻĪsá Qāʼimʹmaqām,human,Q129453184,,,,
178,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414078Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089574Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123887Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593224Z","Valiyānī, Muḥammad ibn Gul Muḥammad",author,ولىانى، محمد بن گل محمد,,Muḥammad ibn Gul Muḥammad Valiyānī,human,Q129453159,,,,
179,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414090Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089586Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123890Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593229Z","ʻĀmilī, Bahāʼ al-Dīn Muḥammad ibn Ḥusayn, 1547-1621",author,عاملي، بهاء الدين محمد بن حسين، 1547-1621,,,,,human,Bahāʾ al-dīn al-ʿĀmilī,Q2658411,Q12408
180,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414098Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089594Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123892Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593233Z","Hānsavī, Quṭb Jamāl al-Dīn Aḥmad",author,هانسوى، قطب جمال الدىن احمد,,Quṭb Jamāl al-Dīn Aḥmad Hānsavī,human,Q129453187,,,,
181,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414106Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089605Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123896Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593244Z","Qazvīnī, ʻAlī Aṣghar ibn Muḥammad Yūsuf, active 17th century",author,قزوىنى، على اصغر بن محمد ىوسف، active 17th century,,ʻAlī Aṣghar ibn Muḥammad Yūsuf Qazvīnī,human,Q129453189,,,,
182,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414117Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089630Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123898Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593248Z","Qazwīnī, Muḥammad Ḥasan, -1825",author,قزويني، محمد حسن، -1825,,Muḥammad Ḥasan Qazwīnī,human,Q129453090,,,,
183,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414124Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089639Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123901Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593253Z","Ṭabarsī, al-Faḍl ibn al-Ḥasan, -1153",author,طبرسي، الفضل بن الحسن، -1153,,Shaykh Tabarsi,human,Q1990225,,,,
184,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414132Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089650Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123905Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593261Z","Mīr Khvānd, Muḥammad ibn Khāvandshāh, 1433-1498",author,مىر خواند، محمد بن خاوندشاه، 1433-1498,,,,,human,Mīr-Khvānd,Q1377629,Q42716
185,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414142Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089662Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123907Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593266Z","Vaḥshī Bāfqī, -1583",author,وحشى بافقى، d. 1583,,Vahshi Bafqi,human,Q4116366,,,,
186,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414150Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089670Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123909Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593271Z","Qāʼinī, Qāsim ʻAlī, active 17th century",author,قائنى، قاسم على، active 17th century,,Qāsim ʻAlī Qāʼinī,human,Q129453190,,,,
187,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414158Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089709Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123918Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593279Z","Hamadhānī, ʻAlī ibn Muḥammad, 1314-1385",author,همذانى، على بن محمد، 1314-1385,,Sayyid Ali Hamadani,human,Q339427,,,,
188,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414356Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089754Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123921Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593284Z","Fīrūzābādī, Muḥammad ibn Yaʻqūb, 1329-1414 or 1415",author,فيروزابادي، محمد بن يعقوب، 1329-1414 or 15,http://id.loc.gov/authorities/names/n83055935,,,,human,Fairuzabadi,Q4115262,Q3185
189,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414393Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089766Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123923Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593289Z",Ibrāhīm ibn Ḥusayn,author,ابراهيم بن حسين,,Ibrāhīm ibn Ḥusayn,human,Q129453192,,,,
190,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414404Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089782Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123930Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593303Z","Qinnawjī, ʻAbd al-Bāsiṭ ibn Rustam ʻAlī, 1746 or 1747-1808 or 1809",author,قنوجى، عبد الباسط بن رستم على، 1746 or 1747-1808 or 1809,,ʻAbd al-Bāsiṭ ibn Rustam ʻAlī Qinnawjī,human,Q129453194,,,,
191,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414418Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089794Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123932Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593308Z","Laknaʼvī, Turāb ʻAlī, active 19th century",author,لکنئوى، تراب على، active 19th century,,Turāb ʻAlī Laknaʼvī,human,Q129453196,,,,
192,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414426Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089802Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123935Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593313Z","Walī Allāh al-Dihlawī, 1702 or 1703-1762 or 1763",author,ولي الله الدهلوي، 1702 or 1703-1762 or 1763,,Shah Waliullah Dehlawi,human,Q392835,,,,
193,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414434Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089816Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123938Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593321Z","ʻUnṣurī, Abū al-Qāsim Ḥasan, active 1009-1041",author,عنصرى، ابو القاسم حسن، active 1009-1041,,Unsuri,human,Q32842,,,,
194,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414445Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089841Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123941Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593325Z","Ḥusaynī Riz̤avī, Fatḥ ʻAlī Khān ibn ʻIvaz̤ ʻAlī Khān, -1810 or 1811",author,حسىنى رضوى، فتح على خان بن عاوض على خان، -1810 or 1811,,Fatḥ ʻAlī Khān ibn ʻIvaz̤ ʻAlī Khān Ḥusaynī Riz̤avī,human,Q129453198,,,,
195,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414453Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089849Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123945Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593333Z","Ṣafī, ʻAlī ibn Ḥusayn Kāshifī, 1463-1532 or 1533",author,سفى، على بن حسىن کاشفى، 1463-1532 or 3,,ʻAlī ibn Ḥusayn Kāshifī Ṣafī,human,Q120598988,,,,
196,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414463Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089863Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123947Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593340Z","Nukrī, ʻAbd al-Karīm ibn Muḥammad",author,نکرى، عبد الکرىم بن محمد,,ʻAbd al-Karīm ibn Muḥammad Nukrī,human,Q129453199,,,,
197,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414471Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089875Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123950Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593348Z","Aurangzeb, Emperor of Hindustan, 1618-1707",author,اورنگزيب، ،شهنشاۀ هندوستان 1618-1707,,Aurangzeb,human,Q485547,,,,
198,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414480Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089895Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123958Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593360Z","Jāmī, 1414-1492",author,جامي، 1414-1492,,,,,human,Jami,Q312458,Q3803
199,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414495Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089903Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.123960Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593368Z","Shāh Muḥammad Isḥāq Muḥaddis̲ Dihlavī, 1782-1846",author,شاه محمد اسحاق محدث دهلوى، 1782-1846,,Shah Muhammad Ishaq Dehlawi,human,Q31299345,,,,
200,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-08-16T17:17:48.414504Z | NAME RECON STEP 3: START HUMAN RECON 2024-08-16T17:19:41.089916Z | NAME RECON STEP 6: START ORG RECON 2024-08-20T22:15:54.124154Z | NAME RECON STEP 9: FINALIZED 2024-08-20T23:00:38.593376Z","Ẓuhūrī, Nūr al-Dīn Muḥammad, 1537 or 1538-1616 or 1617",author,ظهورى، نور الدىن محمد، 1537 or 1538-1616 or 1617,,Nūr al-Dīn Muḥammad Ẓuhūrī,human,Q129453141,,,,
