row_index,workflow_history,subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
57,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Arjuna (Hindu mythology),a,0,,Arjuna (Hindu mythological character),http://id.worldcat.org/fast/814535,,
58,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Art and philosophy,a,fast,http://id.worldcat.org/fast/815419,Art and philosophy,http://id.worldcat.org/fast/815419,,
59,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.240513200Z",Art and philosophy--India,a--z,0,,Art and philosophy;India,http://id.worldcat.org/fast/815419;http://id.worldcat.org/fast/1210276,,
60,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.241513600Z",Asceticism,a,fast,http://id.worldcat.org/fast/818425,,,Asceticism,http://id.worldcat.org/fast/818425
61,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.241513600Z",Asceticism--Early works to 1800,a--v,0,http://id.loc.gov/authorities/subjects/sh2009116043,,,Asceticism;Early works,http://id.worldcat.org/fast/818425;http://id.worldcat.org/fast/1411636
62,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.241513600Z",Asceticism--Hinduism,a--x,fast,http://id.worldcat.org/fast/818432,Asceticism--Hinduism,http://id.worldcat.org/fast/818432,,
63,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.241513600Z",Asceticism--Hinduism,a--x,0,http://id.loc.gov/authorities/subjects/sh85008541,Asceticism--Hinduism,http://id.worldcat.org/fast/818432,,
64,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.241513600Z",Asceticism--Hinduism--Early works to 1800,a--x--v,0,,Asceticism--Hinduism;Hinduism;Early works,http://id.worldcat.org/fast/818432;http://id.worldcat.org/fast/957121;http://id.worldcat.org/fast/1411636,,
65,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.780503600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.241513600Z",Ascetics,a,fast,http://id.worldcat.org/fast/818445,Ascetics,http://id.worldcat.org/fast/818445,,
66,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.781505200Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.247641200Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.241513600Z",Ascetics--Hinduism,a--x,0,,Ascetics;Hinduism,http://id.worldcat.org/fast/818445;http://id.worldcat.org/fast/957121,,
67,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.762409500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.340751100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.008651900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.012249500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.234925300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.106093600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.709485700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.521685900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.781505200Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.340898500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.377424400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.029600700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.418635700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.710475Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.561648700Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.509325Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.042492900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.248637700Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.299508500Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.107760400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.270994600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.335390100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.570128500Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.586638900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.677978900Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.241513600Z",Astrology,a,fast,http://id.worldcat.org/fast/819398,,,Astrology,http://id.worldcat.org/fast/819398
