ds_label,ds_qid,ds_id,type,wikidata_label,wikidata_qid
Luís Teixeira,Q41746,DSNAME5301,Personal (Name Authority),Luís Teixeira,Q6706854
Lycée Louis-le-Grand,Q41971,DSNAME5526,Corporate (Name Authority),Lycée Louis-le-Grand,Q1059546
Lydia Thompson Morris,Q18743,DSNAME2696,Personal (Name Authority),Lydia Thompson Morris,Q94650816
Lyon Cathedral,Q7060,DSNAME1312,Corporate (Name Authority),Lyon Cathedral,Q1521
Léon Gruel,Q16661,DSNAME2360,Personal (Name Authority),Léon Gruel,Q18115138
Léon Techener,Q16640,DSNAME2339,Personal (Name Authority),Léon Techener,Q94111073
Léonore d'Étampes de Valençay,Q17735,DSNAME2526,Personal (Name Authority),Léonore d'Étampes de Valençay,Q3271738
Lü Zuqian,Q12875,DSNAME2066,Personal (Name Authority),Lü Zuqian,Q4272132
L’Art Ancien,Q42237,DSNAME5764,Corporate (Name Authority),L’Art Ancien,Q126000575
M. Gordone,Q17707,DSNAME2498,Personal (Name Authority),M. Gordone,Q114242439
M. Haimmiller,Q451,DSNAME178,Personal (Name Authority),M. Haimmiller,Q114242440
M. Lee,Q42238,DSNAME5765,Personal (Name Authority),M. Lee,Q125930834
M. Louise Stowell,Q18638,DSNAME2590,Personal (Name Authority),M. Louise Stowell,Q6712846
M. Pierre Guarin,Q42239,DSNAME5766,Personal (Name Authority),M. Pierre Guarin,Q125930835
Macrobius,Q41178,DSNAME4733,Personal (Name Authority),Macrobius,Q313934
Madeleine Cosman,Q4441,DSNAME1077,Personal (Name Authority),Madeleine Cosman,Q15486045
Mademoiselle de Malberghe,Q41188,DSNAME4743,Personal (Name Authority),Mademoiselle de Malberghe,Q124566872
Madhubhaṭṭa Cātudhāra,Q28094,DSNAME3310,Personal (Name Authority),Madhubhaṭṭa Cātudhāra,Q114242522
Madhusūdana Sarasvatī,Q28198,DSNAME3414,Personal (Name Authority),Madhusūdana Sarasvatī,Q2666444
Madhvacharya,Q28164,DSNAME3380,Personal (Name Authority),Madhvacharya,Q335371
Madyan Qusuni,Q12319,DSNAME1789,Personal (Name Authority),Madyan Qusuni,Q105338234
Maestro Daddesco,Q1647,DSNAME483,Personal (Name Authority),Maestro Daddesco,Q21978973
Maestro di Gerona,Q1629,DSNAME2218,Personal (Name Authority),Maestro di Gerona,Q112509654
Maffeo Pinelli,Q41492,DSNAME5047,Personal (Name Authority),Maffeo Pinelli,Q56006855
Maffeo Vegio,Q7871,DSNAME1506,Personal (Name Authority),Maffeo Vegio,Q1372875
Maggs Bros Ltd,Q1573,DSNAME409,Corporate (Name Authority),Maggs Bros Ltd,Q15067374
Magha,Q28188,DSNAME3404,Personal (Name Authority),Magha,Q2372718
Magister Contarinus,Q3767,DSNAME928,Personal (Name Authority),Magister Contarinus,Q116323409
Mahadevabhaṭṭa,Q28123,DSNAME3339,Personal (Name Authority),Mahadevabhaṭṭa,Q124252886
Maharṣi Lomaśa,Q28335,DSNAME3551,Personal (Name Authority),Maharṣi Lomaśa,Q124252885
Mahdī ibn Muṣṭafá al-Ḥusaynī,Q27988,DSNAME3204,Personal (Name Authority),Mahdī ibn Muṣṭafá al-Ḥusaynī,Q124130551
Maheśa,Q28368,DSNAME3584,Personal (Name Authority),Maheśa,Q124252887
Maheśvara,Q28206,DSNAME3422,Personal (Name Authority),Maheśvara,Q124252888
Mahmud Abubekhr ben Mahmud Tabrizi,Q41737,DSNAME5292,Personal (Name Authority),Mahmud Abubekhr ben Mahmud Tabrizi,Q124566959
Mahmud Mirza Qajar,Q27949,DSNAME3163,Personal (Name Authority),Mahmud Mirza Qajar,Q5946297
Mahmud ibn Abd al-Rahman al-Isfahani,Q12306,DSNAME1776,Personal (Name Authority),Mahmud ibn Abd al-Rahman al-Isfahani,Q57970695
Mahārāja Aditya Bahadur Dinha,Q28269,DSNAME3485,Personal (Name Authority),Mahārāja Aditya Bahadur Dinha,Q114242454
Majd ad-Din ibn Taymiyyah,Q40937,DSNAME4492,Personal (Name Authority),Majd ad-Din ibn Taymiyyah,Q6534991
Majd ad-Dīn Ibn Athir,Q12438,DSNAME1908,Personal (Name Authority),Majd ad-Dīn Ibn Athir,Q25468769
Makaranda,Q28337,DSNAME3553,Personal (Name Authority),Makaranda,Q115723168
Makkī ibn Ḥammūsh Qaysī,Q12424,DSNAME1894,Personal (Name Authority),Makkī ibn Ḥammūsh Qaysī,Q22690123
Maksymilian Mielzynski,Q20550,DSNAME3063,Personal (Name Authority),Maksymilian Mielzynski,Q122873498
Maktabi Shirazi,Q18712,DSNAME2665,Personal (Name Authority),Maktabi Shirazi,Q5911431
Malachia Ormanian,Q3245,DSNAME844,Personal (Name Authority),Malachia Ormanian,Q718373
Malatesta Novello,Q41187,DSNAME4742,Personal (Name Authority),Malatesta Novello,Q1169529
Malavolti family,Q8195,DSNAME1626,Corporate (Name Authority),Malavolti family,Q25410360
Malik Muḥammad ibn Darvīsh Muḥammad Kātib,Q28013,DSNAME3229,Personal (Name Authority),Malik Muḥammad ibn Darvīsh Muḥammad Kātib,Q124130489
Malik ibn Anas,Q12431,DSNAME1901,Personal (Name Authority),Malik ibn Anas,Q312299
Mallinātha,Q28177,DSNAME3393,Personal (Name Authority),Mallinātha,Q124252889
Mallācārya,Q28195,DSNAME3411,Personal (Name Authority),Mallācārya,Q124252890
Malvezzi de' Medici,Q7930,DSNAME1568,Corporate (Name Authority),Malvezzi de' Medici,Q116694909
Manatunga,Q28173,DSNAME3389,Personal (Name Authority),Manatunga,Q16919579
"Manfred, King of Sicily",Q41190,DSNAME4745,Personal (Name Authority),"Manfred, King of Sicily",Q164889
Mannheimer Hofbibliothek,Q20109,DSNAME2789,Corporate (Name Authority),Mannheimer Hofbibliothek,Q48757260
Manoel Pereira da Sylva,Q41734,DSNAME5289,Personal (Name Authority),Manoel Pereira da Sylva,Q124566958
Manookjee Sorabjee Ashburner,Q27961,DSNAME3176,Personal (Name Authority),Manookjee Sorabjee Ashburner,Q124130445
Manouēl Grēgoropoulos,Q40795,DSNAME4350,Personal (Name Authority),Manouēl Grēgoropoulos,Q124566821
Mantell,Q17744,DSNAME2536,Corporate (Name Authority),Mantell,Q24449797
Manu,Q28321,DSNAME3537,Personal (Name Authority),Manu,Q178744
Manuel Chrysoloras,Q40438,DSNAME3993,Personal (Name Authority),Manuel Chrysoloras,Q434356
Manuel John Johnson,Q41038,DSNAME4593,Personal (Name Authority),Manuel John Johnson,Q3267023
Manuel Moschopoulos,Q41193,DSNAME4748,Personal (Name Authority),Manuel Moschopoulos,Q650448
Manuel Philes,Q41464,DSNAME5019,Personal (Name Authority),Manuel Philes,Q461989
Manuel Rico y Sinobias,Q42241,DSNAME5768,Personal (Name Authority),Manuel Rico y Sinobias,Q125930836
Manūchihr Nukhastīn Āṣaf Qājār,Q3219,DSNAME818,Personal (Name Authority),Manūchihr Nukhastīn Āṣaf Qājār,Q116570983
Manṣūr Ibn-Muḥammad Ibn-Aḥmad,Q3762,DSNAME923,Personal (Name Authority),Manṣūr Ibn-Muḥammad Ibn-Aḥmad,Q116453013
Maqdūd ibn ʻUmar Ṣāyiqī,Q28058,DSNAME3274,Personal (Name Authority),Maqdūd ibn ʻUmar Ṣāyiqī,Q124130555
Mar'i al-Karmi,Q12383,DSNAME1853,Personal (Name Authority),Mar'i al-Karmi,Q25451884
Marbodius of Rennes,Q41196,DSNAME4751,Personal (Name Authority),Marbodius of Rennes,Q654307
Marc-René de Voyer d'Argenson,Q40180,DSNAME3735,Personal (Name Authority),Marc-René de Voyer d'Argenson,Q2681421
Marcantonio Aldegati,Q16580,DSNAME2278,Personal (Name Authority),Marcantonio Aldegati,Q89579883
Marcantonio Contarini,Q20219,DSNAME2903,Personal (Name Authority),Marcantonio Contarini,Q109860400
Marcantonio Genua,Q4418,DSNAME1054,Personal (Name Authority),Marcantonio Genua,Q3845887
Marcantonio V Borghese,Q1102,DSNAME300,Personal (Name Authority),Marcantonio V Borghese,Q3845422
Marceiu Vinnen,Q4413,DSNAME1049,Personal (Name Authority),Marceiu Vinnen,Q116650398
Marcel Mirgodin,Q42242,DSNAME5769,Personal (Name Authority),Marcel Mirgodin,Q125930838
Marcela Gabriela,Q16668,DSNAME2367,Personal (Name Authority),Marcela Gabriela,Q123274789
Marchese Linterno,Q20123,DSNAME2804,Personal (Name Authority),Marchese Linterno,Q122873491
Marcheto Fassoi,Q40637,DSNAME4192,Personal (Name Authority),Marcheto Fassoi,Q124380410
Marchiono de Marchioni,Q432,DSNAME159,Personal (Name Authority),Marchiono de Marchioni,Q114242524
Marcianus F. Rossi,Q41601,DSNAME5156,Personal (Name Authority),Marcianus F. Rossi,Q79455963
Marco Antonio Morosini,Q17671,DSNAME2462,Personal (Name Authority),Marco Antonio Morosini,Q123378485
Marco Girolamo Vida,Q3272,DSNAME871,Personal (Name Authority),Marco Girolamo Vida,Q1340193
Marco Mantova Benavides,Q41199,DSNAME4754,Personal (Name Authority),Marco Mantova Benavides,Q3846244
Marco Polo,Q1834,DSNAME599,Personal (Name Authority),Marco Polo,Q6101
Marco da Bologna,Q41198,DSNAME4753,Personal (Name Authority),Marco da Bologna,Q16268363
Marcus Antonius Coccius Sabellicus,Q41613,DSNAME5168,Personal (Name Authority),Marcus Antonius Coccius Sabellicus,Q708493
Marcus Gavius Apicius,Q3814,DSNAME975,Personal (Name Authority),Marcus Gavius Apicius,Q117841
Marcus Jastrow,Q40984,DSNAME4539,Personal (Name Authority),Marcus Jastrow,Q556073
Marcus Manilius,Q16625,DSNAME2324,Personal (Name Authority),Marcus Manilius,Q352684
Marcus Terentius Varro,Q41808,DSNAME5363,Personal (Name Authority),Marcus Terentius Varro,Q206119
Marcus Ulpius Julianus,Q1538,DSNAME374,Personal (Name Authority),Marcus Ulpius Julianus,Q121956495
Marcus Valerius Probus,Q41200,DSNAME4755,Personal (Name Authority),Marcus Valerius Probus,Q722683
Margaret Barclay Wilson,Q42243,DSNAME5770,Personal (Name Authority),Margaret Barclay Wilson,Q94995753
Margaret F. Woodward,Q16535,DSNAME2232,Personal (Name Authority),Margaret F. Woodward,Q123274823
Margaret Le Seigneur,Q20199,DSNAME2882,Personal (Name Authority),Margaret Le Seigneur,Q122873487
Margareta van der Dycke,Q1858,DSNAME623,Personal (Name Authority),Margareta van der Dycke,Q117843622
Margaretha van Cleyburg,Q1855,DSNAME620,Personal (Name Authority),Margaretha van Cleyburg,Q116811727
Marguerite de Belleville,Q17702,DSNAME2493,Personal (Name Authority),Marguerite de Belleville,Q116006119
Marguerite de Fontenay,Q16696,DSNAME2396,Personal (Name Authority),Marguerite de Fontenay,Q123274747
Marguerite of Lorraine,Q20542,DSNAME3055,Personal (Name Authority),Marguerite of Lorraine,Q22132552
Maria Riddell,Q18634,DSNAME2586,Personal (Name Authority),Maria Riddell,Q19043351
Maria de Urria,Q8085,DSNAME1594,Personal (Name Authority),Maria de Urria,Q116181785
Mariano da Firenze,Q41201,DSNAME4756,Personal (Name Authority),Mariano da Firenze,Q43222686
Mariano del Buono,Q20119,DSNAME2800,Personal (Name Authority),Mariano del Buono,Q16138117
Marie Ange-Toussaint Placide de Ferron,Q16700,DSNAME2400,Personal (Name Authority),Marie Ange-Toussaint Placide de Ferron,Q123274807
Marie Cleophe de Sollario,Q16574,DSNAME2272,Personal (Name Authority),Marie Cleophe de Sollario,Q123274790
Marie D'Assonleville,Q42244,DSNAME5771,Personal (Name Authority),Marie D'Assonleville,Q125930839
Marie Despaigne,Q42245,DSNAME5772,Personal (Name Authority),Marie Despaigne,Q125930840
Marie Thomas,Q41761,DSNAME5316,Personal (Name Authority),Marie Thomas,Q124629907
Marie de Albano,Q16573,DSNAME2271,Personal (Name Authority),Marie de Albano,Q123274791
Marie de Bretagne d'Avaugour,Q1907,DSNAME672,Personal (Name Authority),Marie de Bretagne d'Avaugour,Q1152648
Marie-François Duchesne de Beaumanoir,Q20087,DSNAME2766,Personal (Name Authority),Marie-François Duchesne de Beaumanoir,Q114242525
Marilyn Carbonell,Q1132,DSNAME315,Personal (Name Authority),Marilyn Carbonell,Q116849845
Marino Grimani,Q16628,DSNAME2327,Personal (Name Authority),Marino Grimani,Q1898567
Mario Maffei,Q3172,DSNAME771,Personal (Name Authority),Mario Maffei,Q64761462
Mario Pedro Arata,Q17761,DSNAME2553,Personal (Name Authority),Mario Pedro Arata,Q123378455
Marion H. Gottfried,Q1651,DSNAME487,Personal (Name Authority),Marion H. Gottfried,Q117456250
Mariota Lyle,Q16509,DSNAME2201,Personal (Name Authority),Mariota Lyle,Q123274787
Mariotto Davanzati,Q41204,DSNAME4759,Personal (Name Authority),Mariotto Davanzati,Q88300743
Mark Augspürger,Q40195,DSNAME3750,Personal (Name Authority),Mark Augspürger,Q124566715
Mark Lansburgh,Q448,DSNAME175,Personal (Name Authority),Mark Lansburgh,Q114242464
Markus Fugger,Q472,DSNAME199,Personal (Name Authority),Markus Fugger,Q115254
Marquard Freher,Q40685,DSNAME4240,Personal (Name Authority),Marquard Freher,Q108664
Marquis of Astorga,Q17783,DSNAME2575,Personal (Name Authority),Marquis of Astorga,Q112225539
Marsden J. Perry,Q41439,DSNAME4994,Personal (Name Authority),Marsden J. Perry,Q94644525
Marsilius of Padua,Q41209,DSNAME4764,Personal (Name Authority),Marsilius of Padua,Q315357
Martial,Q6136,DSNAME1257,Personal (Name Authority),Martial,Q2098
Martin Breslauer,Q20144,DSNAME2826,Personal (Name Authority),Martin Breslauer,Q15431928
"Martin Breslauer, Inc.",Q42009,DSNAME5564,Corporate (Name Authority),"Martin Breslauer, Inc.",Q67087667
Martin Crusius,Q41210,DSNAME4765,Personal (Name Authority),Martin Crusius,Q72906
Martin J. Cooper,Q17743,DSNAME2535,Personal (Name Authority),Martin J. Cooper,Q113818464
Martin Luther,Q12912,DSNAME2104,Personal (Name Authority),Martin Luther,Q9554
Martin Merz,Q41255,DSNAME4810,Personal (Name Authority),Martin Merz,Q1472257
Martin Picker,Q1954,DSNAME719,Personal (Name Authority),Martin Picker,Q75709832
Martin Rössel,Q41215,DSNAME4770,Personal (Name Authority),Martin Rössel,Q6087173
Martin Schøyen,Q16717,DSNAME2418,Personal (Name Authority),Martin Schøyen,Q6776549
Martin V,Q12922,DSNAME2115,Personal (Name Authority),Martin V,Q169612
Martin of Aragon,Q42225,DSNAME5752,Personal (Name Authority),Martin of Aragon,Q332681
Martin of Braga,Q41213,DSNAME4768,Personal (Name Authority),Martin of Braga,Q450361
Martin of Opava,Q41214,DSNAME4769,Personal (Name Authority),Martin of Opava,Q431054
Martin of Tours,Q1532,DSNAME368,Personal (Name Authority),Martin of Tours,Q133704
Martine Despaigne,Q42246,DSNAME5773,Personal (Name Authority),Martine Despaigne,Q125930842
Martino Bernardinis,Q7044,DSNAME1296,Personal (Name Authority),Martino Bernardinis,Q116066224
Martino Garrati,Q41216,DSNAME4771,Personal (Name Authority),Martino Garrati,Q41569684
Martinus Nijhoff,Q16613,DSNAME2312,Corporate (Name Authority),Martinus Nijhoff,Q1905756
Marvin-L. Colker,Q40453,DSNAME4008,Personal (Name Authority),Marvin-L. Colker,Q55623907
Mary Augusta Strachey,Q7071,DSNAME1323,Personal (Name Authority),Mary Augusta Strachey,Q75911870
Mary Blecche,Q41021,DSNAME4576,Personal (Name Authority),Mary Blecche,Q124515344
Mary Bloch,Q40302,DSNAME3857,Personal (Name Authority),Mary Bloch,Q124566736
Mary Elizabeth Holte,Q1683,DSNAME519,Personal (Name Authority),Mary Elizabeth Holte,Q75453592
Mary Lacaita,Q41086,DSNAME4641,Personal (Name Authority),Mary Lacaita,Q75332956
Mary Lusher,Q1686,DSNAME522,Personal (Name Authority),Mary Lusher,Q116790415
Mary Schell Collins,Q7048,DSNAME1300,Personal (Name Authority),Mary Schell Collins,Q116272333
Mary Shalom Karo,Q42247,DSNAME5774,Personal (Name Authority),Mary Shalom Karo,Q125930843
"Mary Stanley, Countess of Derby",Q12904,DSNAME2096,Personal (Name Authority),"Mary Stanley, Countess of Derby",Q66132658
"Mary Talbot, Countess of Shrewsbury",Q41664,DSNAME5219,Personal (Name Authority),"Mary Talbot, Countess of Shrewsbury",Q83517
Mary W. T. Dickinson,Q40530,DSNAME4085,Personal (Name Authority),Mary W. T. Dickinson,Q124380406
"Mary, Queen of Scots",Q41218,DSNAME4773,Personal (Name Authority),"Mary, Queen of Scots",Q131412
Masawaih,Q41530,DSNAME5085,Personal (Name Authority),Masawaih,Q3297191
Masawaiyh,Q42371,DSNAME5898,Personal (Name Authority),Masawaiyh,Q1291511
Mashallah ibn Athari,Q41257,DSNAME4812,Personal (Name Authority),Mashallah ibn Athari,Q945425
Maslamah ibn Aḥmad Majrīṭī,Q41219,DSNAME4774,Personal (Name Authority),Maslamah ibn Aḥmad Majrīṭī,Q783253
Massachusetts General Court,Q17757,DSNAME2549,Corporate (Name Authority),Massachusetts General Court,Q1453540
Master B. F.,Q20064,DSNAME2742,Personal (Name Authority),Master B. F.,Q114242528
Master Claude de France,Q41184,DSNAME4739,Personal (Name Authority),Master Claude de France,Q1918342
Master Honoré,Q40899,DSNAME4454,Personal (Name Authority),Master Honoré,Q3303262
Master William the monk,Q1574,DSNAME410,Personal (Name Authority),Master William the monk,Q117448603
Master of 1411,Q16702,DSNAME2402,Personal (Name Authority),Master of 1411,Q123274792
Master of Boethius,Q40306,DSNAME3861,Personal (Name Authority),Master of Boethius,Q50331529
Master of Boucicaut,Q20544,DSNAME3057,Personal (Name Authority),Master of Boucicaut,Q894982
Master of Edward IV,Q20175,DSNAME2858,Personal (Name Authority),Master of Edward IV,Q23085454
Master of Egerton,Q20532,DSNAME3045,Personal (Name Authority),Master of Egerton,Q29609
Master of Jacques de Besançon,Q20188,DSNAME2871,Personal (Name Authority),Master of Jacques de Besançon,Q1918551
Master of Margaret of Cleves,Q41221,DSNAME4776,Personal (Name Authority),Master of Margaret of Cleves,Q124380424
Master of Margriet Uitenham,Q20203,DSNAME2886,Personal (Name Authority),Master of Margriet Uitenham,Q122873495
Master of Morgan 85,Q20292,DSNAME2981,Personal (Name Authority),Master of Morgan 85,Q122753998
Master of Troyes,Q41230,DSNAME4785,Personal (Name Authority),Master of Troyes,Q124380425
Master of the Bezborodko Hours,Q1854,DSNAME619,Personal (Name Authority),Master of the Bezborodko Hours,Q117448613
Master of the Boqueteaux,Q41223,DSNAME4778,Personal (Name Authority),Master of the Boqueteaux,Q893251
Master of the Brotherhood of Ste. Catherine,Q881,DSNAME268,Personal (Name Authority),Master of the Brotherhood of Ste. Catherine,Q117448635
Master of the Coronation of Charles VI,Q41224,DSNAME4779,Personal (Name Authority),Master of the Coronation of Charles VI,Q67214238
Master of the Cypresses,Q1811,DSNAME576,Personal (Name Authority),Master of the Cypresses,Q16203570
Master of the Dresden Prayer Book,Q41225,DSNAME4780,Personal (Name Authority),Master of the Dresden Prayer Book,Q1748025
Master of the Flemish Boethius,Q41226,DSNAME4781,Personal (Name Authority),Master of the Flemish Boethius,Q22695988
Master of the Graduals of San Salvatore in Pavia,Q16560,DSNAME2257,Personal (Name Authority),Master of the Graduals of San Salvatore in Pavia,Q123274794
Master of the Harvard Hannibal,Q1680,DSNAME516,Personal (Name Authority),Master of the Harvard Hannibal,Q1918540
Master of the Houghton Miniatures,Q41227,DSNAME4782,Personal (Name Authority),Master of the Houghton Miniatures,Q26037517
Master of the Landriani Hours,Q1871,DSNAME636,Personal (Name Authority),Master of the Landriani Hours,Q117448643
Master of the Livre du Sacre,Q41228,DSNAME4783,Personal (Name Authority),Master of the Livre du Sacre,Q18215183
Master of the Modena Hours,Q1670,DSNAME506,Personal (Name Authority),Master of the Modena Hours,Q117456225
Master of the Ottoboni Livy,Q16719,DSNAME2420,Personal (Name Authority),Master of the Ottoboni Livy,Q123274795
Master of the Putti,Q41229,DSNAME4784,Personal (Name Authority),Master of the Putti,Q124380426
Master of the Rouen Echevinage,Q20521,DSNAME3034,Personal (Name Authority),Master of the Rouen Echevinage,Q18402643
Master of the Suffrages,Q20205,DSNAME2888,Personal (Name Authority),Master of the Suffrages,Q122754074
Master of the Troyes Missal,Q20206,DSNAME2890,Personal (Name Authority),Master of the Troyes Missal,Q55128904
Master of the Vitae Imperatorum,Q20132,DSNAME2813,Personal (Name Authority),Master of the Vitae Imperatorum,Q1673214
Master of the Yale Missal,Q1840,DSNAME605,Personal (Name Authority),Master of the Yale Missal,Q1571694
Masters of the Gold Scrolls,Q1488,DSNAME2853,Corporate (Name Authority),Masters of the Gold Scrolls,Q23888760
Masters of the Golden Fleece,Q20258,DSNAME2944,Corporate (Name Authority),Masters of the Golden Fleece,Q122872878
Masters of the Wouter Grauwert,Q16604,DSNAME2303,Corporate (Name Authority),Masters of the Wouter Grauwert,Q123285060
Masters of the Zwolle Bible,Q16611,DSNAME2310,Personal (Name Authority),Masters of the Zwolle Bible,Q123274796
Masʻūd ibn Ḥusayn al-Dawraqī,Q28060,DSNAME3276,Personal (Name Authority),Masʻūd ibn Ḥusayn al-Dawraqī,Q124130451
Mathias Schurer,Q41638,DSNAME5193,Personal (Name Authority),Mathias Schurer,Q3298602
Mathieu of Boulogne,Q41232,DSNAME4787,Personal (Name Authority),Mathieu of Boulogne,Q1909428
Mathio Soranzo,Q41691,DSNAME5246,Personal (Name Authority),Mathio Soranzo,Q124618079
Mathuranath Tarkabagish,Q28205,DSNAME3421,Personal (Name Authority),Mathuranath Tarkabagish,Q66774021
Mathurin atelier,Q869,DSNAME256,Corporate (Name Authority),Mathurin atelier,Q114242551
Mathurin de Montalais,Q5137,DSNAME1144,Personal (Name Authority),Mathurin de Montalais,Q116486462
Matteo Barresi,Q6119,DSNAME1240,Personal (Name Authority),Matteo Barresi,Q120442555
Matteo Felice,Q16584,DSNAME2282,Personal (Name Authority),Matteo Felice,Q85719073
Matteo Florimi,Q40659,DSNAME4214,Personal (Name Authority),Matteo Florimi,Q42753438
Matteo Luigi Canonici,Q890,DSNAME277,Personal (Name Authority),Matteo Luigi Canonici,Q55226394
Matteo Palmieri,Q41393,DSNAME4948,Personal (Name Authority),Matteo Palmieri,Q1229872
Matteo Piccolomini,Q8103,DSNAME1612,Personal (Name Authority),Matteo Piccolomini,Q116192718
Matteo d'Alessandro d'Andrea Todeschini Piccolomini,Q8229,DSNAME1660,Personal (Name Authority),Matteo d'Alessandro d'Andrea Todeschini Piccolomini,Q116569748
Matteo da Milano,Q16559,DSNAME2256,Personal (Name Authority),Matteo da Milano,Q3299644
Matteo di Andrea de' Pasti,Q41403,DSNAME4958,Personal (Name Authority),Matteo di Andrea de' Pasti,Q3367126
Matteo di Filippo Torelli,Q41777,DSNAME5332,Personal (Name Authority),Matteo di Filippo Torelli,Q18604140
Matthaeus Platearius,Q3230,DSNAME829,Personal (Name Authority),Matthaeus Platearius,Q6789787
Matthaeus Silvaticus,Q42248,DSNAME5775,Personal (Name Authority),Matthaeus Silvaticus,Q1337870
Matthew Bloxam,Q40305,DSNAME3860,Personal (Name Authority),Matthew Bloxam,Q6790176
Matthew Cudner,Q40484,DSNAME4039,Personal (Name Authority),Matthew Cudner,Q124566771
Matthew Hale,Q12929,DSNAME2122,Personal (Name Authority),Matthew Hale,Q130059
Matthew Paris,Q41234,DSNAME4789,Personal (Name Authority),Matthew Paris,Q369366
Matthew Simpson Parkhurst,Q41402,DSNAME4957,Personal (Name Authority),Matthew Simpson Parkhurst,Q124566908
Matthew of Kraków,Q41231,DSNAME4786,Personal (Name Authority),Matthew of Kraków,Q553218
Matthew of Vendôme,Q20228,DSNAME2912,Personal (Name Authority),Matthew of Vendôme,Q1238197
Matthew the Apostle,Q41233,DSNAME4788,Personal (Name Authority),Matthew the Apostle,Q43600
Matthias Corvinus,Q41235,DSNAME4790,Personal (Name Authority),Matthias Corvinus,Q188634
Matthias von Liegnitz,Q20298,DSNAME2987,Personal (Name Authority),Matthias von Liegnitz,Q1910432
