row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
1209,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.780006800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.110167900Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Belonged to Thomas E. Marston; his source and date of acquisition unknown.,former owner,,,human,Thomas E. Marston,Q114666017
1254,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.780006800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.112165900Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bene da Firenze,author,,,human,Bene da Firenze,Q3637998
1255,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.112165900Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Benedetto Buondelmonti,author,,,human,Benedetto Buondelmonti,Q112752545
1258,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.112165900Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Benedict,author,,,human,Benedict of Nursia,Q44265
1259,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.112165900Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Benedict Saint, Abbot of Monte Cassino.",author,,,human,Benedict of Nursia,Q44265
1260,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.112165900Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Benedict XII,author,,,human,Benedict XII,Q170389
1261,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.112165900Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Benedict XIII [antipope],author,,,human,Benedict XIII,Q310371
1262,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.112165900Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Benedict the deacon.,author,,,human,Benedict Levita,Q4887294
1263,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.112165900Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Benedict?,author,,,human,Benedict of Nursia,Q44265
1284,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.113167300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Benivieni, Antonio 1533-1598.",author,,,human,"Antonio, il Giovane Benivieni",Q55225491
1285,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.113167300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Benivieni, Girolamo 1453-1542.",author,,,human,Girolamo Benivieni,Q328117
1286,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.113167300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Benoît de Sainte-More 12th cent.,author,,,human,Benoît de Sainte-Maure,Q435578
1287,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.113167300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Benoît de Sainte-More,author,,,human,Benoît de Sainte-Maure,Q435578
1288,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.113167300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Benvenuto da Imola,author,,,human,Benvenuto Rambaldi da Imola,Q773623
1299,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.113167300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Bequest of Charles J. Rosenbloom, October, 1974.",former owner,,,human,Charles J. Rosenbloom,Q94500167
1300,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.781005800Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.113167300Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Bequest of Charles Sumner, 28 April 1874",former owner,,,human,Charles Sumner,Q1066198
1307,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.114165100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Bequest of James M. Osborn, 1976.",former owner,,,human,James Marshall Osborn,Q59627838
1313,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.114165100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Berengarius,author,,,human,Berengarius,Q2392035
1314,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.114165100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Berengarius Fredoli,author,,,human,Bérenger Fredoli,Q521012
1315,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.114165100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Berengaudus fl. ca. 859.,author,,,human,Berengaudus,Q819031
1320,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.114165100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Bernard M. Rosenthal cat. 9, item 33",former owner,,,human,Bernard M. Rosenthal,Q94805275
1322,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.114165100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Bernard M. Rosenthal offer 26, June 1975",former owner,,,human,Bernard M. Rosenthal,Q94805275
1323,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.114165100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Bernard M. Rosenthal offer 26, June, 1975",former owner,,,human,Bernard M. Rosenthal,Q94805275
1331,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.114165100Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernard Silvester,author,,,human,Bernard Silvestris,Q523113
1332,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernard Silvestris fl. 1136.,author,,,human,Bernard Silvestris,Q523113
1333,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernard de Clairvaux,author,,,human,Bernard of Clairvaux,Q188411
1334,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernard de Gordon,author,,,human,Bernard de Gordon,Q826286
1335,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernard of Clairvaux,author,,,human,Bernard of Clairvaux,Q188411
1336,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernard of Clairvaux (Bernardus Claraevallensis),author,,,human,Bernard of Clairvaux,Q188411
1337,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Bernard of Clairvaux, Saint 1090 or 91-1153.",author,,,human,Bernard of Clairvaux,Q188411
1338,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Bernard of Clairvaux, attributed to",author,,,human,Bernard of Clairvaux,Q188411
1339,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernard of Clairvaux?,author,,,human,Bernard of Clairvaux,Q188411
1340,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernard of Pavia,author,,,human,Bernardus Papiensis,Q826333
1341,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernardino Leo,author,,,human,Bernadino Leon,Q5726617
1342,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.115164400Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernardino Ochino,author,,,human,Bernardino Ochino,Q822924
1343,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.117175500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernardino Stefonio,author,,,human,Bernardino Stefonio,Q59527928
1344,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.117175500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Bernardino da Siena, Saint 1380-1444.",author,,,human,Bernardino of Siena,Q316295
1346,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.117175500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernardinus of Siena,author,,,human,Bernardino of Siena,Q316295
1347,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.782005100Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.117175500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernardo Giambullari,author,,,human,Bernardo Giambullari,Q18421131
1351,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.783004900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.117175500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernardus Papiensis,author,,,human,Bernardus Papiensis,Q826333
1352,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.783004900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.117175500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernardus Parmensis de Botone,author,,,human,Bernard of Botone,Q942419
1353,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.783004900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.117175500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Bernhard von Breydenbach,author,,,human,Bernhard von Breydenbach,Q328688
1354,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.783004900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.117175500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Berno of Reichenau,author,,,human,Berno of Reichenau,Q458981
1356,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.783004900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.117175500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.452614800Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z","Bersuire, Pierre ca. 1290-1362.",author,,,human,Pierre Bersuire,Q1370726
1362,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-11-30T17:35:32.783004900Z | NAME RECON STEP 3: START HUMAN RECON 2022-11-30T17:59:48.117175500Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-12-05T20:25:59.706678900Z | NAME RECON STEP 6: START ORG RECON 2022-12-05T22:36:18.203824400Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-12-05T23:00:18.453614700Z | NAME RECON STEP 9: FINALIZED 2022-12-05T23:03:29.374662800Z",Biagio Pelacani of Parma,author,,,human,Blasius of Parma,Q855257
